Strain,Australis,Autumnalis,Ballum,Bataviae,Canicola,Celledoni,Cynopteri,Djasiman,Grippotyphosa,Hebdomadis,Icterohaemorrhagiae,Javanica,Manhao,Mini,Panama,Pomona,Pyrogenes,Ranarum,Sarmin,Sejroe,Shermani,Tarassovi,Serogroup,class,Species,max
178114,33.027,34.436,33.705,36.478,43.745,34.238,36.827,40.428,38.016,99.098,43.846,33.786,36.274,79.24,35.03,39.677,42.69,32.816,37.103,81.645,41.102,38.798,Hebdomadis,3,interrogans,99.098
MM0161CK,43.811,50.288,99.248,38.261,69.553,66.154,51.602,54.195,58.126,38.416,61.915,85.836,64.257,37.795,45.813,54.034,72.242,64.6,62.844,41.565,45.341,57.774,Ballum,1,borgpetersenii,99.248
MM0259CK,43.882,50.288,99.291,38.261,69.553,66.154,51.602,54.195,58.126,38.416,61.915,85.836,64.257,37.795,45.813,54.034,72.739,64.604,62.844,41.565,45.341,57.774,Ballum,1,borgpetersenii,99.291
MM0320CK,43.882,50.288,99.291,38.261,69.553,66.154,51.602,54.195,58.305,38.416,61.915,85.836,64.257,37.809,45.813,54.586,72.739,64.604,62.956,41.593,45.341,57.799,Ballum,1,borgpetersenii,99.291
A1_Mm_MM043,44.016,48.636,99.628,38.723,69.663,65.887,51.761,53.637,58.294,38.415,62.062,85.277,64.139,38.315,45.732,53.883,72.832,64.275,62.85,42.136,44.722,57.607,Ballum,1,Leptospira borgpetersenii serovar Ballum,99.628
NIID23,33.062,34.545,33.882,36.51,43.788,34.341,36.963,40.476,38.22,99.134,43.887,33.791,36.407,79.014,35.065,40.344,43.352,32.856,37.278,81.178,41.22,38.317,Hebdomadis,3,interrogans,99.134
201700955,51.253,56.596,71.01,44.492,90.816,61.369,55.556,61.193,60.256,46.608,85.094,68.519,65.843,40.372,51.485,58.629,97.71,60.283,67.612,43.261,45.189,52.775,Pyrogenes,1,interrogans,97.71
MM0013CU,43.882,50.288,99.291,38.271,69.553,66.154,51.602,54.195,58.126,38.416,61.915,85.836,64.257,37.795,45.813,54.137,72.242,64.604,62.844,41.605,45.341,57.716,Ballum,1,borgpetersenii,99.291
MM0028CK,43.918,50.288,99.291,38.261,69.553,66.154,51.602,54.195,58.126,38.416,61.915,85.836,64.257,37.795,45.813,54.034,72.242,64.604,62.844,41.565,45.341,57.716,Ballum,1,borgpetersenii,99.291
MM0211CK,43.811,50.288,99.291,38.261,69.553,66.154,51.602,54.195,58.126,38.416,61.915,85.836,64.257,37.795,45.813,54.034,72.242,64.604,62.844,41.565,45.341,57.716,Ballum,1,borgpetersenii,99.291
MM0277CK,43.811,50.288,99.291,38.271,69.553,66.154,51.602,54.195,58.126,38.416,61.915,85.836,64.257,37.795,45.813,54.137,72.739,64.604,62.896,41.605,45.341,57.716,Ballum,1,borgpetersenii,99.291
MM0372CK,43.811,50.288,99.291,38.261,69.553,66.154,51.602,54.195,58.126,38.416,61.915,85.836,64.257,37.795,45.813,54.034,72.794,64.604,62.844,41.565,45.341,57.716,Ballum,1,borgpetersenii,99.291
T74,35.855,38.962,49.835,52.066,47.035,39.616,38.933,40.286,42.322,38.138,47.097,48.743,40.298,37.586,35.256,41.709,45.109,40.325,42.411,40.548,67.983,98.316,Tarassovi,4,borgpetersenii,98.316
445_IZSLER,64.405,75.036,47.936,41.055,55.889,41.816,82.658,92.719,83.996,39.237,55.287,47.666,45.304,33.364,61.081,98.806,54.577,41.03,45.545,35.955,38.579,41.194,Pomona,2,interrogans,98.806
MM0195CK,43.882,50.288,99.291,38.261,69.553,66.154,51.602,54.195,58.126,38.416,61.915,85.836,64.257,37.795,45.813,54.034,72.739,64.604,62.826,41.565,45.341,57.716,Ballum,1,borgpetersenii,99.291
MM0242CK,43.811,50.288,99.291,38.271,69.553,66.154,51.602,54.195,58.126,38.416,61.915,85.836,64.257,37.795,45.813,54.137,72.794,64.604,62.844,41.605,45.341,57.716,Ballum,1,borgpetersenii,99.291
MM0261CK,43.906,50.288,99.291,38.261,69.553,66.154,51.602,54.195,58.126,38.416,61.915,85.836,64.257,37.795,45.813,54.034,72.794,64.604,62.844,41.565,45.341,57.889,Ballum,1,borgpetersenii,99.291
2006006973,49.711,56.293,70.952,42.831,90.856,60.889,53.316,61.184,60.134,46.716,84.862,68.569,66.078,40.388,50.524,57.345,97.669,60.337,67.43,41.908,45.279,51.139,Pyrogenes,1,interrogans,97.669
A2_Mm_MM148,44.188,50.291,99.393,38.755,69.555,66.184,51.69,54.198,58.308,38.419,61.918,85.84,64.259,37.943,45.849,54.465,72.741,64.609,63.03,42.231,45.349,57.907,Ballum,1,borgpetersenii,99.393
MM0244CK,43.811,50.288,99.291,38.261,69.553,66.154,51.602,54.195,58.126,38.416,61.915,85.836,64.257,37.795,45.813,54.034,72.794,64.604,62.844,41.565,45.341,57.716,Ballum,1,borgpetersenii,99.291
B1_Mm_MM098,44.034,48.547,99.628,38.723,69.663,65.822,51.672,53.547,58.205,38.415,61.986,85.187,64.078,38.315,45.673,53.803,72.832,64.196,62.776,42.106,44.722,57.491,Ballum,1,Leptospira borgpetersenii serovar Ballum,99.628
MM0026CK,43.811,50.288,99.291,38.261,69.553,66.154,51.602,54.195,58.126,38.416,61.915,85.836,64.257,37.795,45.813,54.034,72.242,64.604,62.826,41.565,45.341,57.716,Ballum,1,borgpetersenii,99.291
IP1506001,29.01,30.933,34.587,33.765,39.513,31.904,33.296,34.325,34.676,80.455,39.089,34.747,35.49,83.477,30.744,35.701,38.447,31.863,35.291,98.574,40.697,40.913,Sejroe,3,Leptospira borgpetersenii,98.574
A2_Mm_MM189,44.016,48.636,99.628,38.723,69.663,65.887,51.761,53.637,58.294,38.415,62.062,85.277,64.139,38.21,45.732,53.883,72.832,64.275,62.837,42.018,44.722,57.478,Ballum,1,Leptospira borgpetersenii serovar Ballum,99.628
A3_Mm_MM273,44.016,48.674,99.628,38.723,69.663,65.887,51.761,53.637,58.294,38.415,62.062,85.277,64.139,38.315,45.732,53.883,72.938,64.275,62.85,42.136,44.722,57.491,Ballum,1,Leptospira borgpetersenii serovar Ballum,99.628
A1_Mm_MM031U,44.087,48.636,99.719,38.63,69.663,65.887,51.761,53.637,58.294,38.415,62.062,85.283,64.139,38.315,45.732,53.883,72.887,64.275,62.85,41.997,44.722,57.52,Ballum,1,Leptospira borgpetersenii serovar Ballum,99.719
56673,50.249,52.892,58.648,43.636,89.468,59.305,53.748,59.996,58.356,47.818,98.203,62.99,62.275,41.61,51.595,56.943,80.847,59.02,62.56,43.561,44.487,49.621,Javanica,1,Leptospira interrogans,98.203
MM0256CK,43.811,50.288,99.291,38.271,69.553,66.154,51.602,54.195,58.126,38.416,61.915,85.836,64.257,37.795,45.813,54.137,72.739,64.604,62.826,41.605,45.341,57.716,Ballum,1,borgpetersenii,99.291
MM0268CK,44.226,50.288,99.291,38.654,69.553,66.154,51.602,54.195,58.126,38.416,61.915,85.836,64.257,37.795,45.813,54.137,72.242,64.604,62.844,41.884,45.341,57.716,Ballum,1,borgpetersenii,99.291
Tar14,35.842,36.813,49.293,52.01,46.914,39.469,38.74,39.871,42.288,38.292,47.019,48.284,40.203,37.13,35.907,41.047,44.987,40.192,42.421,41.4,67.68,98.019,Tarassovi,4,Leptospira borgpetersenii serovar Tarassovi,98.019
201501063,29.645,30.351,33.076,34.249,39.107,32.065,32.92,34.425,34.566,81.674,38.515,33.331,35.766,98.132,32.1,36.98,37.155,31.699,36.664,87.703,41.559,40.307,Mini,3,mayottensis,98.132
MM0264CK,43.906,50.288,99.291,38.261,69.553,66.154,51.602,54.195,58.126,38.416,61.915,85.836,64.257,37.795,45.813,54.034,72.242,64.604,62.844,41.565,45.341,57.716,Ballum,1,borgpetersenii,99.291
MM0269CK,43.811,50.288,99.291,38.271,69.553,66.154,51.602,54.195,58.126,38.416,61.915,85.836,64.257,37.815,45.813,54.137,72.739,64.604,62.826,41.654,45.341,57.943,Ballum,1,borgpetersenii,99.291
MM0342CK,43.811,50.288,99.291,38.271,69.553,66.154,51.602,54.195,58.126,38.416,61.915,85.836,64.257,37.819,45.813,54.137,72.739,64.604,62.896,41.633,45.341,57.799,Ballum,1,borgpetersenii,99.291
MM0011CK,43.906,50.288,99.233,38.261,69.553,66.154,51.602,54.195,58.126,38.416,61.915,85.836,64.257,37.786,45.813,54.034,72.739,64.604,62.844,41.565,45.289,57.716,Ballum,1,borgpetersenii,99.233
IP1710039,64.59,75.555,48.104,41.055,55.889,41.816,82.686,92.719,84.454,39.237,55.287,47.666,45.304,33.535,61.081,99.358,54.779,41.03,45.563,35.955,39.559,41.194,Pomona,2,interrogans,99.358
MM0006CK,44.226,50.288,99.291,38.654,69.553,66.154,51.602,54.195,58.126,38.416,61.915,85.836,64.257,37.819,45.813,54.137,72.242,64.604,62.844,41.912,45.341,57.914,Ballum,1,borgpetersenii,99.291
MM0050CK,43.811,50.288,99.291,38.271,69.553,66.154,51.602,54.195,58.126,38.416,61.915,85.836,64.257,37.795,45.813,54.137,72.739,64.604,62.844,41.605,45.341,57.889,Ballum,1,borgpetersenii,99.291
MM0196CK,43.87,50.288,99.291,38.261,69.553,66.154,51.602,54.195,58.126,38.416,61.915,85.836,64.257,37.795,45.813,54.034,72.242,64.604,62.88,41.565,45.341,57.716,Ballum,1,borgpetersenii,99.291
MM0200CK,43.811,50.288,99.291,38.271,69.553,66.154,51.602,54.195,58.126,38.416,61.915,85.836,64.257,37.795,45.813,54.137,72.739,64.604,62.844,41.605,45.341,57.861,Ballum,1,borgpetersenii,99.291
A2_Mm_MM211,44.016,48.636,99.628,38.723,69.663,65.887,51.761,53.637,58.294,38.415,62.062,85.277,64.139,38.315,45.732,53.883,72.335,64.275,62.85,42.136,44.722,57.607,Ballum,1,Leptospira borgpetersenii serovar Ballum,99.628
202000074,48.432,55.381,66.105,43.46,97.969,55.591,54.092,61.492,61.14,49.056,88.069,63.095,63.72,42.779,49.251,59.536,86.367,57.771,63.869,45.25,45.103,50.838,Icterohaemorrhagiae,1,interrogans,97.969
MM0258CK,43.811,50.288,99.275,38.261,69.553,66.154,51.602,54.195,58.126,38.416,61.915,85.836,64.257,37.795,45.813,54.034,72.739,64.604,62.844,41.565,45.341,57.716,Ballum,1,borgpetersenii,99.275
MM0098CU,43.752,50.193,99.291,38.271,69.553,66.088,51.513,54.105,58.037,38.416,61.839,85.746,64.196,37.795,45.747,54.057,72.739,64.526,62.801,41.605,45.341,57.889,Ballum,1,borgpetersenii,99.291
MM0262CK,44.226,50.288,99.291,38.654,69.553,66.154,51.602,54.195,58.126,38.416,61.915,85.836,64.257,37.795,45.813,54.137,72.739,64.604,62.826,41.884,45.341,57.716,Ballum,1,borgpetersenii,99.291
2006006968,63.75,73.673,48.409,40.184,55.916,41.752,81.938,92.444,84.345,39.249,54.554,47.735,45.249,33.938,61.141,97.121,54.672,41.023,45.154,35.157,39.371,40.604,Pomona,2,interrogans,97.121
MM0119CK,44.167,50.193,99.291,38.654,69.553,66.088,51.513,54.105,58.037,38.416,61.839,85.746,64.196,37.795,45.747,54.057,72.739,64.526,62.765,41.884,45.341,57.774,Ballum,1,borgpetersenii,99.291
MM0257CK,43.811,50.288,99.291,38.271,69.553,66.154,51.602,54.195,58.126,38.416,61.915,85.836,64.257,37.795,45.813,54.137,72.739,64.604,62.844,41.605,45.341,57.889,Ballum,1,borgpetersenii,99.291
A3_Mm_MM272,44.016,48.636,99.628,38.723,69.663,65.887,51.761,53.637,58.294,38.415,62.062,85.277,64.139,38.315,45.732,53.883,72.335,64.275,62.85,42.136,44.722,57.607,Ballum,1,Leptospira borgpetersenii serovar Ballum,99.628
MM0213CK,43.821,50.122,99.024,38.219,69.28,66.106,51.495,54.084,57.968,38.391,61.721,85.696,64.075,37.75,45.746,54.004,72.608,64.515,62.695,41.562,45.341,57.829,Ballum,1,borgpetersenii,99.024
A3_Mm_MM263,44.016,48.636,99.719,38.723,69.663,65.887,51.761,53.637,58.294,38.415,62.062,85.283,64.139,38.315,45.732,53.883,72.887,64.275,62.85,42.136,44.722,57.607,Ballum,1,Leptospira borgpetersenii serovar Ballum,99.719
MM0361CK,44.223,50.288,99.289,38.651,69.553,66.151,51.602,54.195,58.126,38.416,61.915,85.833,64.257,37.798,45.81,54.137,72.734,64.602,62.841,41.887,45.345,57.719,Ballum,1,borgpetersenii,99.289
A3_Mm_MM260,44.117,50.291,99.393,38.683,69.555,66.184,51.69,54.198,58.308,38.419,61.918,85.84,64.259,37.943,45.849,54.465,72.741,64.609,63.03,42.191,45.349,57.907,Ballum,1,borgpetersenii,99.393
A3_Mm_MM258,44.016,48.636,99.628,38.723,69.663,65.887,51.761,53.637,58.294,38.415,62.062,85.277,64.139,38.315,45.732,53.883,72.832,64.275,62.85,42.136,44.722,57.607,Ballum,1,Leptospira borgpetersenii serovar Ballum,99.628
A3_Mm_MM259,44.016,48.636,99.628,38.723,69.663,65.887,51.761,53.637,58.294,38.415,62.062,85.277,64.139,38.315,45.732,53.883,72.832,64.275,62.85,42.136,44.722,57.52,Ballum,1,Leptospira borgpetersenii serovar Ballum,99.628
A3_Mm_MM275,44.016,48.933,99.719,38.723,69.663,65.887,51.761,53.637,58.294,38.415,62.062,85.283,64.139,38.315,45.732,53.883,73.35,64.275,62.85,42.136,44.974,57.674,Ballum,1,Leptospira borgpetersenii serovar Ballum,99.719
MM0134CK,43.882,50.288,99.291,38.271,69.553,66.154,51.602,54.195,58.126,38.416,61.915,85.836,64.257,37.795,45.813,54.137,72.739,64.604,62.857,41.605,45.341,57.716,Ballum,1,borgpetersenii,99.291
A2_Ee_MM196,44.016,48.862,99.628,38.723,69.663,65.887,51.761,53.637,58.294,38.415,62.062,85.277,64.139,38.315,45.732,53.883,72.581,64.275,62.85,42.136,44.794,57.491,Ballum,1,Leptospira borgpetersenii serovar Ballum,99.628
MU_Rr_LW001,44.298,50.291,99.389,38.755,69.551,66.184,51.69,54.198,58.308,38.419,61.918,85.84,64.259,37.807,45.849,54.692,72.801,64.609,63.017,42.068,45.349,57.956,Ballum,1,borgpetersenii,99.389
MM0031CU,44.226,50.288,99.291,38.654,69.553,66.154,51.602,54.195,58.126,38.416,61.915,85.836,64.257,37.795,45.813,54.137,72.794,64.604,62.844,41.884,45.341,57.716,Ballum,1,borgpetersenii,99.291
MM0148CK,43.811,50.288,99.291,38.271,69.553,66.154,51.602,54.195,58.126,38.416,61.915,85.836,64.257,37.795,45.813,54.137,72.739,64.604,62.896,41.605,45.341,57.889,Ballum,1,borgpetersenii,99.291
A2_Mm_MM200,44.016,48.706,99.628,38.723,69.663,65.887,51.761,53.637,58.294,38.415,62.062,85.277,64.139,38.315,45.732,53.883,73.004,64.275,62.85,42.136,44.765,57.491,Ballum,1,Leptospira borgpetersenii serovar Ballum,99.628
201601010,51.253,56.369,71.01,44.492,90.816,61.369,55.561,61.198,60.261,46.608,85.094,68.519,65.843,40.372,51.485,58.646,97.65,60.283,67.612,43.261,45.102,52.775,Pyrogenes,1,interrogans,97.65
201501058,29.645,30.351,33.08,34.249,39.107,32.061,32.948,34.425,34.566,81.668,38.515,33.331,35.761,98.193,32.1,36.98,37.155,31.699,36.595,88.013,41.559,40.307,Mini,3,mayottensis,98.193
MM0011CU,43.811,50.288,99.291,38.271,69.553,66.154,51.602,54.195,58.126,38.416,61.915,85.836,64.257,37.795,45.813,54.137,72.794,64.604,62.826,41.605,45.341,57.716,Ballum,1,borgpetersenii,99.291
A2_Mm_MM161,44.087,48.636,99.628,38.63,69.663,65.887,51.761,53.637,58.294,38.415,62.062,85.277,64.139,38.315,45.732,53.883,72.335,64.275,62.85,41.997,44.722,57.607,Ballum,1,Leptospira borgpetersenii serovar Ballum,99.628
A1_Mm_MM037,44.016,48.636,99.723,38.651,69.663,65.887,51.761,53.637,58.294,38.415,62.062,85.283,64.139,38.292,45.732,53.883,72.832,64.275,62.85,42.018,44.722,57.633,Ballum,1,Leptospira borgpetersenii serovar Ballum,99.723
158128,33.066,34.403,33.822,36.533,43.751,34.25,36.846,40.493,38.043,99.111,43.881,33.79,36.404,78.808,35.064,39.756,42.9,32.853,37.115,81.066,41.022,38.23,Hebdomadis,3,interrogans,99.111
IP1710045,64.59,75.558,48.108,41.055,55.889,41.816,82.686,92.719,84.435,39.237,55.287,47.666,45.304,33.558,61.081,99.358,55.016,41.03,45.545,35.955,39.559,41.194,Pomona,2,interrogans,99.358
A3_Ee_MM277,44.016,48.636,99.719,38.723,69.663,65.887,51.761,53.637,58.294,38.415,62.062,85.283,64.139,38.312,45.732,53.883,72.832,64.275,62.85,42.133,44.722,57.603,Ballum,1,Leptospira borgpetersenii serovar Ballum,99.719
MM0280CK,43.811,50.288,99.291,38.271,69.553,66.154,51.602,54.195,58.126,38.416,61.915,85.836,64.257,37.795,45.813,54.137,72.739,64.604,62.844,41.605,45.341,57.889,Ballum,1,borgpetersenii,99.291
41009,33.062,34.642,33.888,36.51,43.788,34.247,36.891,40.476,38.06,99.134,43.887,33.796,36.407,78.938,35.065,39.725,43.157,32.856,37.367,81.171,41.335,38.31,Hebdomadis,3,interrogans,99.134
178101,50.326,55.867,70.893,43.793,90.828,60.934,54.292,61.24,60.09,46.661,85.136,68.343,66.082,40.915,50.739,57.894,97.918,60.298,67.638,43.294,45.193,51.641,Pyrogenes,1,interrogans,97.918
MMD3,44.261,51.592,65.454,38.481,72.578,66.019,50.682,54.649,55.248,43.693,71.761,69.124,67.388,42.62,48.116,53.649,74.662,63.816,99.658,42.514,56.271,50.99,Sarmin,1,santarosai,99.658
148250,33.062,34.69,33.829,36.51,43.556,34.247,36.86,40.484,38.067,98.677,43.653,33.796,36.199,78.856,35.065,40.018,43.436,32.856,36.891,81.11,41.321,38.535,Hebdomadis,3,interrogans,98.677
A2_Mm_MM138,44.016,48.636,99.628,38.723,69.663,65.887,51.761,53.637,58.294,38.415,62.062,85.277,64.139,38.315,45.732,53.883,72.335,64.275,62.85,42.136,44.722,57.607,Ballum,1,Leptospira borgpetersenii serovar Ballum,99.628
148333,33.592,34.908,33.85,36.784,43.774,34.171,36.965,40.47,38.942,99.369,43.893,33.746,36.404,78.754,35.674,40.835,42.881,32.868,36.808,80.928,41.359,38.135,Hebdomadis,3,interrogans,99.369
A1_Mm_MM010,44.016,48.636,99.719,38.723,69.663,65.887,51.761,53.637,58.294,38.415,62.062,85.283,64.139,38.315,45.732,53.883,72.832,64.275,62.85,42.136,44.722,57.607,Ballum,1,Leptospira borgpetersenii serovar Ballum,99.719
A3_Mm_MM261,44.087,48.636,99.719,38.723,69.663,65.887,51.761,53.637,58.294,38.415,62.062,85.283,64.139,38.315,45.732,53.883,72.887,64.275,62.85,42.106,44.722,57.607,Ballum,1,Leptospira borgpetersenii serovar Ballum,99.719
MM0138CK,44.226,50.288,99.291,38.654,69.553,66.154,51.602,54.195,58.126,38.416,61.915,85.836,64.257,37.795,45.813,54.137,72.242,64.604,62.844,41.884,45.341,57.716,Ballum,1,borgpetersenii,99.291
A2_Mm_MM242,44.016,48.636,99.628,38.723,69.663,65.887,51.761,53.637,58.294,38.415,62.062,85.277,64.139,38.315,45.732,53.883,72.91,64.275,62.85,42.136,44.866,57.491,Ballum,1,Leptospira borgpetersenii serovar Ballum,99.628
A3_Mm_MM262,44.016,48.636,99.719,38.723,69.663,65.887,51.761,53.637,58.294,38.415,62.062,85.283,64.139,38.315,45.732,53.883,72.832,64.275,62.85,42.136,44.722,57.607,Ballum,1,Leptospira borgpetersenii serovar Ballum,99.719
MM0043CK,43.894,50.288,99.291,38.261,69.553,66.154,51.602,54.195,58.126,38.416,61.915,85.836,64.257,37.795,45.813,54.034,72.739,64.604,62.896,41.565,45.341,57.716,Ballum,1,borgpetersenii,99.291
IP1512015,64.37,73.945,48.504,40.721,55.966,41.84,82.366,92.603,84.443,39.249,54.604,47.78,45.287,33.968,61.23,98.641,54.687,41.059,45.178,35.783,39.407,40.696,Pomona,2,Leptospira interrogans,98.641
IP1710040,64.59,75.555,48.104,41.055,55.889,41.816,82.686,92.492,84.435,39.237,55.287,47.666,45.304,33.562,61.081,99.341,55.205,41.03,45.3,35.955,39.559,41.194,Pomona,2,interrogans,99.341
201401327,43.96,50.12,99.176,38.508,69.407,66.178,51.512,54.024,58.136,38.248,61.77,85.665,64.124,37.77,45.61,54.175,72.652,64.49,62.705,42.01,45.08,57.672,Ballum,1,borgpetersenii,99.176
201801173,48.061,56.594,66.162,42.415,99.531,55.13,53.481,61.9,61.584,47.88,89.239,63.169,63.572,41.9,48.964,58.126,87.714,57.738,63.652,43.235,45.239,53.167,Canicola,1,interrogans,99.531
A1_Mm_MM013K,44.016,48.636,99.628,38.723,69.663,65.887,51.761,53.637,58.294,38.415,62.062,85.277,64.139,38.315,45.732,53.883,72.335,64.275,62.85,42.136,44.722,57.491,Ballum,1,Leptospira borgpetersenii serovar Ballum,99.628
A1_Mm_MM031K,44.016,48.636,99.719,38.723,69.663,65.887,51.761,53.637,58.294,38.415,62.062,85.283,64.139,38.315,45.732,53.883,72.887,64.275,62.85,42.136,44.722,57.607,Ballum,1,Leptospira borgpetersenii serovar Ballum,99.719
A3_Mm_MM265,44.016,48.636,99.719,38.723,69.663,65.887,51.761,53.637,58.294,38.415,62.062,85.283,64.139,38.315,45.732,53.883,72.832,64.275,62.85,42.136,44.722,57.491,Ballum,1,Leptospira borgpetersenii serovar Ballum,99.719
NVSL_S_818,29.796,32.912,34.676,33.924,39.544,32.271,34.026,34.989,34.872,80.303,39.187,34.806,35.587,84.176,30.722,36.54,38.256,31.908,35.504,99.003,41.076,42.947,Sejroe,3,borgpetersenii,99.003
MM0328CK,44.226,50.288,99.291,38.654,69.553,66.154,51.602,54.195,58.126,38.416,61.915,85.836,64.257,37.769,45.813,54.137,72.739,64.604,62.88,41.884,45.341,57.716,Ballum,1,borgpetersenii,99.291
A3_Mm_MM256,44.016,48.636,99.719,38.723,69.663,65.887,51.761,53.637,58.294,38.415,62.062,85.283,64.139,38.312,45.732,53.883,72.832,64.275,62.85,42.133,44.722,57.603,Ballum,1,Leptospira borgpetersenii serovar Ballum,99.719
A3_Mm_MM268,44.016,48.85,99.628,38.723,69.663,65.887,51.761,53.637,58.294,38.415,62.062,85.277,64.139,38.315,45.732,53.883,72.589,64.275,62.85,42.136,44.823,57.607,Ballum,1,Leptospira borgpetersenii serovar Ballum,99.628
VARDARAC,64.312,75.335,47.801,40.882,55.582,41.689,82.542,92.545,84.059,39.03,54.99,47.488,45.077,33.281,60.787,98.914,54.967,40.801,45.441,35.869,39.429,40.896,Pomona,2,interrogans,98.914
A4_Mm_MM350,44.016,48.636,99.628,38.723,69.663,65.887,51.761,53.637,58.294,38.415,62.062,85.277,64.139,38.315,45.732,53.883,72.832,64.275,62.85,42.136,44.722,57.607,Ballum,1,Leptospira borgpetersenii serovar Ballum,99.628
FMAS_PD2,43.773,47.209,72.654,38.59,64.661,99.927,52.153,51.001,53.318,40.177,68.493,80.497,68.967,39.28,48.107,50.575,69.594,69.041,66.549,40.471,43.447,48.693,Celledoni,1,Leptospira weilii,99.927
158133,33.592,34.673,33.831,36.787,43.774,34.175,36.965,40.47,38.955,99.369,43.893,33.746,36.399,79.111,35.674,40.23,42.803,32.868,37.081,81.314,41.229,38.538,Hebdomadis,3,interrogans,99.369
202202766,44.261,51.592,65.454,38.481,72.578,66.019,50.682,54.649,55.248,43.693,71.761,69.124,67.388,42.62,48.116,53.649,74.662,63.816,99.658,42.514,56.271,50.99,Sarmin,1,santarosai,99.658
A2_Mm_MM159,44.087,48.636,99.719,38.63,69.663,65.887,51.761,53.637,58.294,38.415,62.062,85.283,64.139,38.315,45.732,53.883,72.335,64.275,62.85,41.997,44.722,57.607,Ballum,1,Leptospira borgpetersenii serovar Ballum,99.719
A3_Mm_MM269,44.087,48.906,99.719,38.63,69.663,65.887,51.761,53.637,58.294,38.415,62.062,85.283,64.139,38.315,45.732,53.883,73.024,64.275,62.85,41.997,44.859,57.65,Ballum,1,Leptospira borgpetersenii serovar Ballum,99.719
A4_Ee_MM344,44.188,50.291,99.393,38.755,69.555,66.184,51.69,54.198,58.308,38.419,61.918,85.846,64.259,37.943,45.849,54.465,72.741,64.609,63.03,42.231,45.349,58.008,Ballum,1,borgpetersenii,99.393
A2_Mm_MM134,44.016,48.636,99.719,38.723,69.663,65.887,51.761,53.637,58.294,38.415,62.062,85.283,64.139,38.21,45.732,53.883,72.832,64.275,62.85,42.018,44.722,57.478,Ballum,1,Leptospira borgpetersenii serovar Ballum,99.719
A2_Mm_MM244,44.016,48.636,99.719,38.723,69.663,65.887,51.761,53.637,58.294,38.415,62.062,85.283,64.139,38.315,45.732,53.883,72.887,64.275,62.85,42.136,44.722,57.607,Ballum,1,Leptospira borgpetersenii serovar Ballum,99.719
IP1507003,64.37,73.983,48.034,40.721,55.966,41.84,82.217,92.603,84.655,39.249,54.604,47.78,45.287,33.152,61.23,98.077,53.908,41.059,45.178,35.473,39.486,40.375,Pomona,2,Leptospira interrogans,98.077
A2_Ee_MM195,44.016,48.647,99.628,38.723,69.663,65.887,51.761,53.637,58.294,38.415,62.062,85.277,64.139,38.315,45.732,53.883,72.832,64.275,62.85,42.136,44.722,57.607,Ballum,1,Leptospira borgpetersenii serovar Ballum,99.628
200701872,51.226,56.658,70.893,44.058,90.796,61.129,54.496,61.176,60.239,46.586,85.075,68.519,65.84,40.231,51.1,58.409,97.664,60.243,67.603,43.113,45.22,52.775,Pyrogenes,1,interrogans,97.664
UT364,63.661,74.681,47.978,40.705,55.975,43.387,81.99,92.433,84.432,39.231,54.591,47.752,45.284,33.527,61.115,98.07,55.324,41.038,45.103,35.775,39.566,40.67,Pomona,2,Leptospira interrogans serovar Pomona str. UT364,98.07
A3_Mm_MM280,44.016,48.901,99.628,38.723,69.663,65.887,51.761,53.637,58.294,38.415,62.062,85.277,64.139,38.21,45.732,53.883,73.116,64.275,62.85,42.018,44.844,57.565,Ballum,1,Leptospira borgpetersenii serovar Ballum,99.628
A4_Mm_MM332,44.016,48.636,99.719,38.723,69.663,65.887,51.761,53.637,58.294,38.415,62.062,85.283,64.139,38.315,45.732,53.883,72.832,64.284,62.85,42.136,44.722,57.491,Ballum,1,Leptospira borgpetersenii serovar Ballum,99.719
A1_Mm_MM026KC,44.197,48.636,99.628,38.63,69.663,65.899,51.761,53.637,58.294,38.415,62.062,85.277,64.139,38.18,45.741,54.08,72.335,64.275,62.837,41.833,44.722,57.511,Ballum,1,Leptospira borgpetersenii serovar Ballum,99.628
A3_Mm_MM257,44.016,48.636,99.719,38.723,69.663,65.887,51.761,53.637,58.294,38.415,62.062,85.283,64.139,38.315,45.732,53.883,72.832,64.275,62.85,42.136,44.722,57.607,Ballum,1,Leptospira borgpetersenii serovar Ballum,99.719
A1_Mm_MM006,44.188,50.291,99.393,38.755,69.555,66.184,51.69,54.198,58.308,38.419,61.918,85.84,64.259,37.943,45.864,54.465,72.585,64.609,63.03,42.448,45.349,57.907,Ballum,1,borgpetersenii,99.393
BOLMAN,64.237,75.078,47.981,41.076,55.731,41.813,82.673,92.715,83.518,39.232,55.135,47.548,45.183,33.489,60.761,99.028,54.922,40.901,45.537,35.98,39.552,41.179,Pomona,2,interrogans,99.028
A4_Mm_MM325,44.016,48.636,99.628,38.723,69.663,65.887,51.761,53.637,58.294,38.415,62.062,85.277,64.139,38.292,45.732,53.883,72.887,64.275,62.85,42.088,44.722,57.575,Ballum,1,Leptospira borgpetersenii serovar Ballum,99.628
EVK8,29.234,32.636,34.641,33.55,39.522,32.191,33.939,34.898,34.755,80.36,39.105,34.722,35.515,84.23,30.667,36.209,37.864,31.862,35.446,98.64,41.074,42.959,Sejroe,3,borgpetersenii,98.64
